DEB [20210106-15:15:25.386] thr=1   paramiko.transport: starting thread (client mode): 0x46a16af0
DEB [20210106-15:15:25.594] thr=1   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:25.595] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:25.684] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:25.688] thr=1   paramiko.transport: userauth is OK
INF [20210106-15:15:25.802] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:25.804] thr=1   paramiko.transport: userauth is OK
INF [20210106-15:15:27.419] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:30.431] thr=3   paramiko.transport: starting thread (client mode): 0x46ed17f0
DEB [20210106-15:15:30.432] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:30.445] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:30.445] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:30.451] thr=3   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:30.452] thr=3   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:30.452] thr=3   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:30.452] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:30.452] thr=3   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:30.452] thr=3   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:30.464] thr=3   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:30.647] thr=3   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:30.647] thr=3   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:30.647] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:30.709] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:30.712] thr=3   paramiko.transport: userauth is OK
INF [20210106-15:15:30.834] thr=3   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:30.838] thr=3   paramiko.transport: userauth is OK
INF [20210106-15:15:33.474] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:36.483] thr=4   paramiko.transport: starting thread (client mode): 0x46edbe80
DEB [20210106-15:15:36.483] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:36.527] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:36.527] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:36.530] thr=4   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:36.530] thr=4   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:36.531] thr=4   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:36.531] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:36.532] thr=4   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:36.532] thr=4   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:36.537] thr=4   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:36.713] thr=4   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:36.714] thr=4   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:36.714] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:36.779] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:36.783] thr=4   paramiko.transport: userauth is OK
INF [20210106-15:15:36.862] thr=4   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:36.866] thr=4   paramiko.transport: userauth is OK
INF [20210106-15:15:38.673] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:41.678] thr=5   paramiko.transport: starting thread (client mode): 0x47473520
DEB [20210106-15:15:41.679] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:41.685] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:41.689] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:41.692] thr=5   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:41.692] thr=5   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:41.692] thr=5   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:41.694] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:41.694] thr=5   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:41.694] thr=5   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:41.703] thr=5   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:41.955] thr=5   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:41.958] thr=5   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:41.959] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:42.043] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:42.045] thr=5   paramiko.transport: userauth is OK
INF [20210106-15:15:42.209] thr=5   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:42.211] thr=5   paramiko.transport: userauth is OK
INF [20210106-15:15:44.687] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:47.701] thr=6   paramiko.transport: starting thread (client mode): 0x46e57c40
DEB [20210106-15:15:47.703] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:47.703] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:47.703] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:47.704] thr=6   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:47.752] thr=6   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:47.869] thr=6   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:47.870] thr=6   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:47.871] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:47.904] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:47.906] thr=6   paramiko.transport: userauth is OK
INF [20210106-15:15:48.023] thr=6   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:48.025] thr=6   paramiko.transport: userauth is OK
INF [20210106-15:15:50.335] thr=6   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:53.340] thr=7   paramiko.transport: starting thread (client mode): 0x47479070
DEB [20210106-15:15:53.341] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:53.351] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:53.351] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:53.354] thr=7   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:53.358] thr=7   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:53.538] thr=7   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:53.539] thr=7   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:53.539] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:53.576] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:53.581] thr=7   paramiko.transport: userauth is OK
INF [20210106-15:15:53.656] thr=7   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:53.658] thr=7   paramiko.transport: userauth is OK
INF [20210106-15:15:56.121] thr=7   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:15:59.127] thr=8   paramiko.transport: starting thread (client mode): 0x47480640
DEB [20210106-15:15:59.129] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:15:59.136] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:15:59.136] thr=8   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:15:59.140] thr=8   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:15:59.142] thr=8   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:15:59.142] thr=8   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:15:59.142] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:15:59.143] thr=8   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:15:59.143] thr=8   paramiko.transport: Compression agreed: none
DEB [20210106-15:15:59.146] thr=8   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:15:59.392] thr=8   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:15:59.392] thr=8   paramiko.transport: Switch to new keys ...
DEB [20210106-15:15:59.392] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:15:59.460] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:15:59.460] thr=8   paramiko.transport: userauth is OK
INF [20210106-15:15:59.602] thr=8   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:15:59.604] thr=8   paramiko.transport: userauth is OK
INF [20210106-15:16:01.895] thr=8   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:16:04.901] thr=9   paramiko.transport: starting thread (client mode): 0x47484c10
DEB [20210106-15:16:04.901] thr=9   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:16:04.906] thr=9   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:16:04.908] thr=9   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:16:04.909] thr=9   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:16:04.910] thr=9   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:16:04.910] thr=9   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:16:04.911] thr=9   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:16:04.911] thr=9   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:16:04.911] thr=9   paramiko.transport: Compression agreed: none
DEB [20210106-15:16:04.915] thr=9   paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:16:05.050] thr=9   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:16:05.050] thr=9   paramiko.transport: Switch to new keys ...
DEB [20210106-15:16:05.051] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:16:05.085] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:16:05.085] thr=9   paramiko.transport: userauth is OK
INF [20210106-15:16:05.328] thr=9   paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:16:05.333] thr=9   paramiko.transport: userauth is OK
INF [20210106-15:16:07.770] thr=9   paramiko.transport: Authentication (password) failed.
DEB [20210106-15:16:10.779] thr=10  paramiko.transport: starting thread (client mode): 0x47475730
DEB [20210106-15:16:10.780] thr=10  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210106-15:16:10.791] thr=10  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210106-15:16:10.791] thr=10  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210106-15:16:10.794] thr=10  paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210106-15:16:10.795] thr=10  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210106-15:16:10.795] thr=10  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210106-15:16:10.795] thr=10  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210106-15:16:10.795] thr=10  paramiko.transport: MAC agreed: hmac-sha1
DEB [20210106-15:16:10.795] thr=10  paramiko.transport: Compression agreed: none
DEB [20210106-15:16:10.804] thr=10  paramiko.transport: Got server p (2048 bits)
DEB [20210106-15:16:11.041] thr=10  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210106-15:16:11.042] thr=10  paramiko.transport: Switch to new keys ...
DEB [20210106-15:16:11.042] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.1.61: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210106-15:16:11.087] thr=2   paramiko.transport: Trying discovered key b'08367b315a8aebe0b26b0229add9ffd4' in C:\Users\Usuario/.ssh/id_rsa
DEB [20210106-15:16:11.089] thr=10  paramiko.transport: userauth is OK
INF [20210106-15:16:11.211] thr=10  paramiko.transport: Authentication (publickey) failed.
DEB [20210106-15:16:11.211] thr=10  paramiko.transport: userauth is OK
INF [20210106-15:16:13.007] thr=10  paramiko.transport: Authentication (password) failed.
